smiles,logPapp
COc1cc(cc(OC)c1OC)C(=O)N2CCOCC2,-4.530496196066401
CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,-5.380364233121001
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,-6.100209575273823
OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O,-5.478017011386791
CCCC(CCC)C(O)=O,-7.668255428108908
CN(C)C/C=C(/c1ccc(Br)cc1)c2cccnc2,-6.454015581575863
CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,-7.345425236891881
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-4.7959436787382055
OC(COc1ccc2OC(=CC(=O)c2c1)C(O)=O)COc3cccc4OC(=CC(=O)c34)C(O)=O,-5.1014420758602625
NC1CONC1=O,-7.049586105043795
NC(=O)NO,-5.851970047318418
[Br-].CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,-5.550913308576813
NC(N)=N\N=C\c1c(Cl)cccc1Cl,-4.184806591901214
NC(N)=NCCN1CCCCCCC1,-6.3685407804662715
CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,-2.242424785205596
NNc1nncc2ccccc12,-3.478765389090005
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,-4.11122349459956
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,-3.2916850521000267
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F,-7.021895851636826
CC(C)Cc1ccc(cc1)C(C)C(O)=O,-6.5239268380636215
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,-6.139609028116393
c12c(c(ccc1)Cl)C(N(Cc1n2cnc1c1nc(on1)[C@](CO)(C)O)C)=O,-6.396051788076365
NCCc1cn2c(n1)cccc2,-4.243920863208153
CCCN(CCC)CCc1ccc(c2c1CC(N2)=C)O,-5.248289152540176
c1(c2c(cc(F)cc2)on1)C1CCN(CCc2c(n3c([C@@H](CCC3)O)nc2C)=O)CC1,-5.217763025673996
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,-5.4124960266353135
ClCCNC(=O)N(CCCl)N=O,-5.370383798289036
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,-6.4383007972503625
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,-6.372762742407085
CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,-6.879610496859897
OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,-5.762342180456656
C[C@H](N)[C@H](O)c1cccc(O)c1,-4.355050505859083
NNC(=O)c1ccncc1,-6.7240841579618555
CC(C)NCC(O)c1ccc(O)c(O)c1,-4.098097822830684
OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O,-6.7562319843600935
CC(=O)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,-4.943740992464214
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O,-4.644969851512146
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,-6.06879788771174
OCC(O)C(O)C(O)C(O)CO,-5.297846914767126
CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=C3C(=O)C2(O)C(=O)\C(=C(N)/O)C1=O)O,-5.647911800531107
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,-4.823723502081897
Cc1cccc(Nc2ccccc2C(O)=O)c1C,-5.492528147585103
CN=C(NCCSCc1nc[nH]c1C)NC#N,-7.637191780056461
Clc1cccc(Cl)c1NC2=NCCN2,-5.314392491799574
OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)N=CNc23,-4.591007865376706
COCCc1ccc(OCC(O)CNC(C)C)cc1,-5.901905075021001
Cc1ncc(n1CCO)[N+]([O-])=O,-5.210709993537178
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,-3.8799914331435623
C1[C@@H]2[C@](C(=C3C(c4c(ccc(c4C[C@@H]13)N(C)C)O)=O)O)(C(C(C(N)=O)=C([C@H]2N(C)C)O)=O)O,-5.506595958708915
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,-5.750361457544831
[Br-].CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,-4.731337270531499
NC(=O)c1cnccn1,-5.934901794970273
[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,-4.192679502812295
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,-5.181770018534039
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,-5.547147916271494
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,-5.684177110947364
[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3,-5.848350087898619
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,-4.177192690152041
C1CN2CCC1C(C2)CN3c4ccccc4Sc5ccccc35,-3.848508811419177
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,-3.874777216089476
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13,-5.844684467458631
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-5.733961087135472
CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,-3.981374979767126
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,-4.741927205575266
[Cl-].[Cl-].[Cl-].COc1cccnc1CCCCNC2=NC=C(Cc3ccc(C)nc3)C(=O)N2.[H+].[H+].[H+],-6.233733007389134
CC(C)c1onc(n1)c2ncn3c2CN(C)C(=O)c4c(Cl)cccc34,-6.025150114824884
Cc1ccc(CC2=CN=C(NCCSCc3oc(cc3)C(C)(C)N)NC2=O)cn1,-5.510189284900113
CN1CCN2C(C1)c3ccccc3Cc4ccccc24,-7.270117573487028
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,-5.764269467614079
CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3scnc3)Cc4ccccc4,-7.087260847283519
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(N)=O)NC(=O)c4ccc5ccccc5n4,-5.7073188151789855
FCOC(C(F)(F)F)C(F)(F)F,-6.896184789135024
[Na+].CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C([O-])=O)c1I,-4.726621806327954
CC(C)NCC(O)c1ccc(N[S](C)(=O)=O)cc1,-5.4348039607196466
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,-4.960349541747455
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N,-5.479922442137423
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,-4.473134927362628
Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C,-4.939578818473958
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-6.563938564467517
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,-4.553249986780437
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,-6.352021740062025
CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,-5.854519988149745
OCc1cccnc1,-4.576254206988141
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-5.956351421934969
NCC(O)c1cccc(O)c1,-5.012625400528255
CC(CCc1ccccc1)NC(C)C(O)c2ccc(O)cc2,-5.351950687353156
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,-4.298866083218525
OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3,-5.183481398872006
CN1CCN2C(C1)c3ccccc3Cc4cccnc24,-3.993908543084893
Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,-4.610421043433481
C1NCCN(C1)c1ccc(c(n1)Cl)C(F)(F)F,-6.052527285132603
c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CNC1,-5.304823305641609
c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)CNCC1)O,-4.879900760320702
c1ccc(c(c1)[C@H](CC=C)N)c1c2c(on1)cccc2,-5.096165014546434
c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)C[N@](CC1)C)O,-5.132170012665083
c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CN(C1)C,-5.9308261800053135
CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,-5.532949866084449
Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,-4.190626008687033
CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,-6.091710625276872
[Na+].[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C([O-])=O)c3cscc3)C(=O)N2[C@H]1C([O-])=O,-5.568953218715211
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,-5.859355947813921
NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,-5.577940676370744
N[S](=O)(=O)Cc1noc2ccccc12,-5.37798428751608
C[C@H]1O[C@@H](O[C@@H]\2C[C@@H]3O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C/C=C\C=C/C=C\C=C/C=C\C=C2)C[C@H](O)[C@H]3C(O)=O)[C@@H](O)[C@@H](N)[C@@H]1O,-5.097186294736924
[Ca++].NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1,-5.280473575731796
O.O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-5.237382933720373
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,-4.7705089052127105
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,-6.6787757233553
CCOc1ccc(NC(C)=O)cc1,-5.314211456424431
Nc1ccc(N=Nc2ccccc2)c(N)n1,-4.883174948024587
CN(C)CCC(c1ccccc1)c2ccccn2,-6.302394138480685
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-4.320562411689323
CC(COc1ccccc1)N(CCCl)Cc2ccccc2,-4.408769996624607
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-5.167767468433212
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,-6.220587647614121
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,-7.639744567949455
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23,-6.8731900627395355
Cc1ccc(CC2=CN=C(NCCCCc3ncc(Br)cc3C)NC2=O)cn1,-5.577952804321844
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,-6.173455546180896
CC(C)(O/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]3ccccc3)/c4csc(N)n4)C(O)=O,-4.107966698370895
NC1=C(F)C=NC(=O)N1,-3.3977828744816847
NC(N)=NCC1COC2(CCCCC2)O1,-5.037788269728722
ClCCN(N=O)C(=O)NC1CCCCC1,-4.104036884798023
[Na+].[O-][S](=O)(=O)CCS,-4.51536760469078
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-7.6990382111273155
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(OC5C(O)C4O)c6sccc6)c7cc8OCOc8cc27,-4.500579447913028
S=[P](N1CC1)(N2CC2)N3CC3,-5.731083149492451
CN[C@H](CC(C)C)C(=O)NC1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,-4.778181045605637
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,-6.271121196009863
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-5.252422201970984
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-4.817163535425905
CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O,-5.991866696482472
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.7082988796630225
CC(C)NCC(O)COc1cccc2ccccc12,-5.875328123061173
CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,-4.2425061798693395
COc1ccc(C[C@H](N)C(=O)NC2[C@@H](O)[C@@H](O[C@@H]2CO)n3cnc4c(ncnc34)N(C)C)cc1,-6.6132897443684495
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,-5.4039493487782115
CN=C(NCCSCc1csc(N=C(N)N)n1)NC#N,-4.5703271257058695
OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.C1CCN(CC1)Cc2cccc(OCCCNc3sc4ccccc4n3)c2,-4.200336570118389
OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,-5.657263533974889
CC(Cl)(Cl)Cl,-6.482728675347508
C(CCl)(F)(F)F,-3.784454353319072
CC(C)CO,-5.08923397777563
CCC(C)(C)C,-6.349032065440346
Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,-5.570535620040476
c12c(C(N(Cc3n1cnc3c1noc(n1)C(CO)(CO)C)C)=O)c(ccc2)Cl,-8.039547070423614
Cc1nc(sc1)\[NH]=C(\N)N,-5.1299288900455435
c12c(C(N(Cc3n1cnc3c1noc(n1)C(O)(C)C)C)=O)c(ccc2)Cl,-4.616982993154734
S=C(NC1CCCCC1)N2CCC(CC2)c3[nH]cnc3,-4.81082575263705
CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,-3.470623135361613
OC(=O)c1ccccc1O,-5.721568984884671
CN1[C@@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4,-4.436566615327217
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,-5.5973597834489315
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5[nH]ncc5C[C@]4(C)[C@H]3CC[C@]12C,-4.806387556547377
OC(=O)C1=C\C(C=CC1=O)=N/Nc2ccc(cc2)[S](=O)(=O)Nc3ccccn3,-4.109127170003708
CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,-5.1212958546670535
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2,-6.453424047013353
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,-6.296201890500936
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-6.5430708108692555
CCCC(C)CC,-5.670453247190947
CCC(C)CC,-5.55678060274226
Cc1ncc2C(O)N=C(c3ccccc3F)c4cc(Cl)ccc4n12,-4.167222982393289
CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,-5.839038088420154
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,-7.554876192141808
c1ccccc1,-6.358823514014392
CC(C)(C)OC(=O)c1ncn2c3cccc(Br)c3C(=O)N4CCC[C@H]4c12,-6.172383029470244
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,-5.6430812417686615
OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F,-6.193093192640722
CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,-5.201229359865879
CN1C(CNC(=O)c2cscc2)CN=C(c3ccccc3F)c4ccccc14,-5.813637765206517
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O,-3.551031907527606
c1(cc(c(cc1)Cl)Cl)CC(N1CCCC[C@H]1CN1CCCC1)=O,-6.074667458276628
c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](c2c(CC1)cccc2)CN1CCCC1)=O,-5.369383766936272
c1(ccc(cc1)C(F)(F)F)CC(N1[C@@H](CCCC1)CN1CCCC1)=O,-7.245889787173779
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)scc2)CN1CCCC1)=O,-4.947975629250955
CN1C(=O)N(C)c2nc[nH]c2C1=O,-4.333955972636517
NC1=NC(=S)c2[nH]cnc2N1,-5.112310745737547
Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CCCCCC2,-5.740435276823001
CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1,-5.612169458161583
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,-4.745262907518741
Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1,-5.926032645820209
N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C(Cl)Cl)cc1Cl,-5.3538569735541985
CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,-4.552993036137512
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,-5.49277387719022
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-5.805307078807028
CCC(C)=O,-3.930302723129983
C1CC1,-4.088531242623085
N1(c2c(CCc3c1cccc3)cccc2)CCCN,-4.899996644957107
ClCCl,-6.181670015644533
CCOCC,-5.961780981704882
C=COC=C,-4.974133036673171
FC(F)OC(F)(F)C(F)Cl,-8.299607176910191
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)[nH]cn2)CN1CCCC1)=O,-5.341592982552776
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CC(CC1)(C)C)=O,-6.024516464902933
CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,-5.046111670244097
OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,-4.82235425736747
OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,-5.196480139728418
c1cn(CCO)c(CC)c(O)c1=O,-5.573006415181137
c1cn(CCCCO)c(CC)c(O)c1=O,-5.111886120503093
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,-6.689246596710633
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,-5.559845873770005
CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(C)=O,-5.102931443273858
CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,-5.128439065659179
CC(=O)Nc1sc(nn1)[S](N)(=O)=O,-7.731957827087664
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-5.3769397495858815
[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],-4.258473163955217
CN(C)CCC=C1c2ccccc2CCc3ccccc13,-5.7125583752244955
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-6.378070024164314
CC(N)Cc1ccccc1,-5.20584315998147
CCO,-4.384995603994156
CCc1ccccc1,-6.089301473743839
CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,-3.505207122609743
CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+]([O-])=O,-5.506797518603168
FC(F)(F)COC=C,-5.503661620041151
FC(F)(F)C(Cl)Br,-4.544227489140999
CCCCCCC,-5.597052189233719
CCCCCC,-3.5926665382876695
CN1C=CC(=O)C(=C1C)O,-6.4545478396166525
CCN1C=CC(=O)C(=C1C)O,-6.572065593806798
CCCCN1C=CC(=O)C(=C1C)O,-6.361494819527259
CCCCCN1C=CC(=O)C(=C1C)O,-6.049613847475943
c1cn(CCCCC)c(C)c(O)c1=O,-5.1967665458815775
c1cn(CCCO)c(C)c(O)c1=O,-3.5269874263443644
CCN1C=CC(=O)C(=C1CC)O,-5.892302800965015
CN1CCN(CC1)c2cc3N(C=C(C(O)=O)C(=O)c3cc2F)c4ccc(F)cc4,-7.108422295970506
CN1N(C(=O)C=C1C)c2ccccc2,-6.301348411113883
CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,-5.890453619297108
COC(=O)C1=CCCN(C)C1,-5.452299441441941
Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,-5.28520404196737
[H+].[Cl-].CCN(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2,-5.851038202139739
Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=O)Nc4ccccc34,-6.1423749369163945
CCOC(=O)c1ccc(N)cc1,-4.307434245398043
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,-5.822431739788244
CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4.O[S](O)(=O)=O,-6.223574652873032
OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,-5.141863243768452
CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,-7.102520022280032
CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)Cc5cccnc5,-6.516086920530787
FC(F)OC(Cl)C(F)(F)F,-4.131427145889418
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,-4.556927625364324
COC(F)(F)C(Cl)Cl,-6.254163354065482
CC1CCCC1,-6.571286256382631
N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCNC,-6.9953387037778985
N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN,-5.525051427921555
CN(C)CCOC(C)(c1ccccc1)c2ccccn2,-5.533963079060401
c1ccc([C@H](C[N@]2CC[C@H](C2)O)N(C(Cc2ccccc2N)=O)C)cc1,-3.852057267437553
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3,-4.704523949696773
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(O)=O,-5.771698730998554
c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CN(CC1)C(=O)C)=O,-7.288981975319523
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)CN1CCCC1)=O,-5.288259380025516
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OC)CN1CCCC1)=O,-5.973193246698451
Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,-4.191445405662089
CC(C)(C)c1ccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)cc1,-5.823008586758161
CN(C)CCc1c[nH]c2ccc(O)cc12,-4.156709471268474
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,-4.08308294284495
OCCOC(=O)NCc1ccccc1,-3.3149374624475128
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-5.801879660921481
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,-4.978172229997723
CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1,-6.403471514552416
CCC(C)C(CC)C(=O)NC(N)=O,-4.831795997764338
NC(=O)N1c2ccccc2C=Cc3ccccc13,-6.3599409624752985
CSc1ccc2Sc3ccccc3N(CCC4CCCNC4)c2c1,-6.5562019203891015
C1N(CCN(C1)c1cc(ccn1)C(F)(F)F)CCCCN1C(CCC1)=O,-5.63864518721568
Cn1cnc2NC(=O)N(C)C(=O)c12,-4.5792617253045815
CCCCC,-6.808281099230728
CCCO,-5.174799347984087
CC(C)=O,-5.639429639992377
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OCC)CN1CCCC1)=O,-5.0817402922118
c1(CC(N2[C@H](CN(CC2)C(=O)OCCC)CN2CCCC2)=O)cc(c(cc1)Cl)Cl,-5.014669846777027
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)C[N@@]1C[C@@H](CC1)O)=O,-5.432945867175001
c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](CN(C(=O)C)CC1)C[N@@]1C[C@H](O)CC1,-5.867875626533606
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(C(F)(F)F)cc1,-6.120119366203338
