standardized_smiles,logPapp
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,-7.087260847283519
CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,-5.461130839924324
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,-5.718261680498989
CC(C)n1cc2c3c(cccc31)C1CC(C(=O)NC3CCCCC3)CN(C)C1C2,-5.140635103104743
CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,-4.422525687523621
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,-3.371989427151913
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,-4.967123754501389
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,-5.037753603558259
CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,-5.943567064582006
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,-5.351950687353156
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,-4.644969851512146
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,-5.380364233121001
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,-4.28512943994519
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,-5.906356146535986
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-6.302346309915709
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,-6.3313435036428105
CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(Cl)cc1,-5.673629517447584
CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,-6.084181005950273
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-7.085113554298964
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,-5.987420675526542
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,-6.799654236279907
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-5.0022640875325095
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-3.8938784971190112
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,-4.408769996624607
CC(COc1ccccc1)NN,-7.27408070820237
CC(C[N+](C)(C)C)OC(N)=O,-6.028484695741172
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,-5.809922607115985
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-6.884099709778314
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,-6.801116289931488
CC(Cc1ccccc1)N(C)C,-6.2222822314547805
CC(Cc1ccccc1)N(C)Cc1ccccc1,-5.721112934101725
CC(Cc1ccccc1)N(C)Cc1ccco1,-4.86811204436993
CC(Cc1ccccc1)NC(C#N)c1ccccc1,-6.520113363073333
CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,-7.076506224355409
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,-4.550961198516595
CC(Cc1ccccc1)NN,-6.186043669871397
CC(Cc1ccccc1)NO,-5.75877718424474
CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,-4.505545713344498
CC(Cc1ccccc1)n1cc(=NC(=O)Nc2ccccc2)on1,-4.934551078436091
CC(Cl)(Cl)Cl,-6.482728675347508
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,-4.741927205575266
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,-4.673451628287731
CC(N)C(=O)c1ccccc1,-6.824455582936618
CC(N)C(O)c1cccc(O)c1,-4.355050505859083
CC(N)Cc1ccccc1,-6.028790859052784
CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,-4.576656876959961
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,-4.08308294284495
CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1,-4.922806454948757
CC(NN)c1ccccc1,-6.298966699989165
CC(NNC(=O)c1ccccc1)c1ccccc1,-4.551170252504963
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,-7.567864628705902
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CC[S+]([O-])C3)SC12,-5.836007337551345
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,-7.691977205401805
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,-5.739724150068279
CC(O)C1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)SC12,-4.523440763237397
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-7.640241726894249
CC(OC(N)=O)C(C)C(C)OC(N)=O,-4.933072859315105
CC(Oc1cccc2ccccc12)C(N)=NO,-5.449917491192066
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,-6.051080112718626
CC(c1noc2ccc(Cl)cc12)n1ccnc1,-5.262781470090766
CC1(C)C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,-5.337266612785078
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,-5.861757886136263
CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,-6.024516464902933
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,-5.584363703970761
CC1(C)NC(=O)C(C=Cc2ccccc2)O1,-6.952841325385662
CC1(C)OC(=O)NC1=O,-6.233009206926938
CC1(C)OC(=O)Nc2ccc(Br)cc21,-4.713532164501307
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CCl)O1,-5.034324293037627
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CF)O1,-4.515758157934862
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CO)O1,-4.613657641647099
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-5.8631808608465725
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)C2CC2)O1,-6.179247956229507
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,-5.959662344531521
CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,-5.590914151830805
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-6.632686588779932
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)c2cc3ccccc3o2)O1,-7.69316006400364
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,-6.203517660437507
CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,-4.652724504633516
CC1(C)OC2CC3C4CCC5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.679813719765775
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,-4.433072428705945
CC1(C)SC2C(N(C(=N)c3ccncc3)C(C(=O)NC(=O)CN)c3ccccc3)C(=O)N2C1C(=O)O,-5.865421018186784
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,-5.226504333731153
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,-5.324097733188635
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,-5.020425739563629
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,-4.866451165160802
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,-6.379709814946885
CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccsc3)C(=O)N2C1C(=O)[O-],-5.568953218715211
CC1(C)SC2C(NC(=O)C(N)C3=CCC=CC3)C(=O)N2C1C(=O)O,-5.858625927683285
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,-6.84375465568087
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,-5.741266663012787
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21,-3.969469180556136
CC1(C)SC2C(NC(=O)C(N=Cc3ccco3)c3ccc(O)cc3)C(=O)N2C1C(=O)O,-5.1438499644581945
CC1(C)SC2C(NC(=O)C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2C1C(=O)O,-5.203762017187914
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,-4.455673142136195
CC1(C)SC2C(NC(=O)C(NC(=O)Nc3cnc(Nc4ccc(S(N)(=O)=O)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,-6.0360120379102415
CC1(C)SC2C(NC(=O)C(NC(=O)c3c[nH]c4cccnc4c3=O)c3ccccc3)C(=O)N2C1C(=O)O,-6.093559761591762
CC1(C)SC2C(NC(=O)C(NC(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CCO)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)[O-],-5.712074150284687
CC1(C)SC2C(NC(=O)C(NS(=O)(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-],-6.786046647205814
CC1(C)SC2C(NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,-6.764724105026314
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,-6.098789628576575
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,-6.884023321091134
CC1(C)SC2C(NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2C1C(=O)O,-4.492994581866973
CC1(C)SC2C(NC(=O)CCCC(N)C(=O)O)C(=O)N2C1C(=O)O,-6.6315328802347056
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)[O-],-6.188049816305719
CC1(C)SC2C(NC(=O)CSc3ccccc3)C(=O)N2C1C(=O)O,-6.735937011429661
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,-6.6787757233553
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-],-4.823185320880488
CC1(C)SC2C(NC(=O)c3nc4ccccc4nc3C(=O)O)C(=O)N2C1C(=O)O,-5.834923392984087
CC1(C)SC2C([NH+]3C(=O)C(c4ccc(O)cc4)NC3(C)C)C(=O)N2C1C(=O)O,-5.9011027750192895
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,-5.67603396490945
CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O,-6.316599088030758
CC1(c2ccccc2)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-6.199624827509823
CC12C=C(Br)C(=O)C=C1C(F)CC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-5.373333073334571
CC12C=CC(=O)C=C1C(Cl)=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-6.223155439892725
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-5.90060485336765
CC12C=CC(=O)C=C1C(F)CC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-4.796856308311016
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-4.817163535425905
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-5.252422201970984
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)[O-],-5.22030238168639
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-4.745262907518741
CC12C=CC(=O)C=C1CCC1C3CC4Cc5ccccc5CC4(C(=O)CO)C3(C)CC(O)C12F,-6.3792085779299965
CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(Cl)C12Cl,-6.390227928554792
CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-6.352615585978411
CC12CC(=O)C3C(CCC4CC(O)CCC43C)C1CCC2C(=O)CO,-5.181939327953144
CC12CC3CC(C)(C1)CC(N)(C3)C2,-4.301941743707031
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-4.705438288563011
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-5.23008533604559
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.2916850521000267
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,-4.761983094575606
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,-5.817872874287685
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CS,-5.25509885971139
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.551031907527606
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-6.296201890500936
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.381464816487747
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,-4.821678761459919
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-5.883369242062367
CC12CCC(CC1=O)C2(C)C,-5.753827427412634
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,-6.453424047013353
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,-6.352021740062025
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-6.345666147061154
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-6.271281953237917
CC12CCCCCC(Cc3ccc(O)cc31)C2N,-4.592878638511918
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,-4.298866083218525
CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,-4.806387556547377
CC12NC(Cc3ccccc31)c1ccccc12,-4.645342965765338
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,-5.60498831391053
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)c(Cl)c3)C2SC1,-6.290686262201513
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,-5.321444016136905
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3cccc(NS(C)(=O)=O)c3)C2SC1,-4.866708662462197
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,-5.645081895349853
CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)C2SC1,-6.347261593582629
CC1=C2C(c3cccc(Cl)c3)=NCCN=C2N(C)N1,-6.163486705709815
CC1=CC(=C2C=CC(=O)C=C2)NN=C1NCCN1CCOCC1,-6.754151354970296
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,-4.88407867181315
CC1=CC(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=C1,-5.281436718879315
CC1=CC2C(C(O)CC3(C)C2CC(C)C3(O)C(=O)COC(=O)c2cccc(S(=O)(=O)O)c2)C2(C)Cc3cnn(-c4ccccc4)c3C=C12,-6.2631895430550255
CC1=CCC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,-4.863926672732253
CC1=NN(c2ccccc2)C(=O)C1,-6.839717316669057
CC1=Nc2ccccc2CC(c2ccccc2)N1C,-4.480907478424225
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],-4.096567435245119
CC1C(c2ccccc2)OCCN1C,-5.900205458279918
CC1C2C(=O)c3ccc(O)cc3C1(C)CCN2CC1CC1,-5.166043898213608
CC1C2Cc3ccc(O)cc3C1(C)CCN2C,-5.99104226259965
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,-5.460410216395471
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,-4.436477009503499
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,-5.097186294736924
CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,-4.029126702674993
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-7.341335608153722
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,-5.4095878128479615
CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,-5.311685357079533
CC1CC2C3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.662796556721965
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.857782638443108
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(F)CC2(C)C1C(=O)CO,-5.440087133588224
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,-5.640908967581314
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,-5.244076033351047
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-6.013265455893833
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,-5.925063596112188
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,-6.651826459201039
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,-4.330689102123272
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,-4.089440641960913
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,-6.053578011909599
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,-3.9685571713910015
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(Cl)CC2(C)C1(O)C(=O)CO,-7.757704230278181
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,-6.156910900257641
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,-3.5324439901334834
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,-4.732112336372735
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(C)C(=O)CO,-7.2539721921959135
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,-6.077645917397434
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.755382399007126
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO,-6.039958681025284
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,-6.864082489081973
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,-5.703440787670919
CC1CCCC1,-6.571286256382631
CC1CCCCC1(c1cccs1)N1CCCCC1,-5.64963442229119
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,-4.071504811495794
CC1CN(C)CC2Cc3c(ccc4ccccc34)OC12O,-4.249278097658779
CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,-5.507640716666776
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,-4.854126601574177
CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,-6.145451330935355
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,-5.641910277340912
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-5.315704448453483
CC1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,-3.454868211434021
CC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,-6.640550724292401
CC1NC(=O)COC1c1ccccc1,-5.209360392856482
CC1NCCOC1c1ccccc1,-4.857330921698809
CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,-4.552993036137512
CC1OC(C)OC(C)O1,-5.44049866625593
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.313923090255898
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.4837602643590735
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,-4.24250617986934
CC1OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O,-6.848921434520635
CC1OC2(CCCCC2Oc2cccc(Cl)c2)NC1=O,-7.530650799916744
CC1Oc2ccccc2CC1N(C)C,-6.751121113315692
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,-3.22792347512662
CC1c2ccccc2C(CCCN(C)C)c2cc(C(F)(F)F)ccc21,-5.1747355647651165
CC=C(CC)C(=O)NC(N)=O,-4.308073897948664
CC=CC(=O)N(CC)C(CC)C(=O)N(C)C,-6.090453474288595
CC=CC(=O)N(CCC)C(CC)C(=O)N(C)C,-4.4521158953892535
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,-7.802305372273626
CC=CC1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)C1CCC4=CC(=O)CCC4(C)C1C(O)CC23C,-4.481684984720008
CC=CC=CC1OC(O)(C(CC)C(=O)NCC=CC=C(C)C(OC)C(C)C2OC(C=CC=CC=C(C)C(=O)c3c(O)n(C)ccc3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,-4.569284227296824
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,-5.2210451090194185
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-5.234204375840388
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-6.091710625276872
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,-4.932822044995852
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,-7.188037918626128
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,-6.417495379052465
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-5.426046343317693
CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,-8.15364503175579
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-6.203541162919031
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,-3.823807812787462
CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,-5.651938756058244
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,-5.576311435669732
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,-5.109298165668813
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C,-5.852791000764697
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-5.8959547754409805
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,-6.613864852608474
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-4.98130890532908
CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1,-2.8975080654818823
CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,-4.650434965029273
CCC(=O)Nc1ccc(O)cc1,-3.79546185599737
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,-4.962465243829976
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-3.9440731561936175
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,-5.165143231484609
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-6.939000529996687
